id,plant_id,account_type,is_active,plant_name,year,market_price_min,market_price_max,unit,size,est_price,source
829,PLTA0289,A,0,มะละกอ,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
830,PLTA0290,A,1,มะละกอพันธุ์ดี,2568,100,300,บาท/ต้น,M,200,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
831,PLTA0291,A,1,มะละกอพันธุ์ทั่วไป,2568,50,200,บาท/ต้น,M,100,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
832,PLTA0292,A,1,มะลิ,2568,80,250,บาท/ต้น,M,150,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
833,PLTA0293,A,1,มะลิวัลย์,2568,50,150,บาท/ต้น,M,100,ร้านขายต้นไม้ (ราคาขายปลีก)
834,PLTA0294,A,1,มะสัง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
835,PLTA0295,A,1,มะหลอด,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
836,PLTA0296,A,1,มะหวด กำซำ,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
837,PLTA0297,A,1,มะหาด,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
838,PLTA0298,A,1,มะฮอกกานี,2568,500,3000,บาท/ต้น,M,"1,500",กรมป่าไม้ (ราคาหน้าสวน)
839,PLTA0299,A,1,มังคุด ก. ขนาดเล็ก สูงไม่ถึง 2 เมตร,2568,1000,3000,บาท/ต้น,M,"2,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
840,PLTA0299,A,1,มังคุด ข. ขนาดกลาง สูงตั้งแต่ 2 เมตรขึ้นไป,2568,2000,5000,บาท/ต้น,M,"2,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
841,PLTA0299,A,1,มังคุด ค. ขนาดใหญ่ มีผลแล้ว,2568,5000,10000,บาท/ต้น,M,–,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
842,PLTA0300,A,1,มันปู,2568,100,600,บาท/ต้น,M,300,ร้านขายต้นไม้ (ราคาขายปลีก)
843,PLTA0301,A,1,มิกกี้เม้าส์,2568,100,300,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
844,PLTA0302,A,1,เมี่ยง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
845,PLTA0303,A,1,เมียด เหมียด,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
846,PLTA0304,A,1,โมกด่าง,2568,80,200,บาท/ต้น,M,150,ร้านขายต้นไม้ (ราคาขายปลีก)
847,PLTA0305,A,1,โมกป่า โมกมัน,2568,200,1000,บาท/ต้น,M,500,ร้านขายต้นไม้ (ราคาขายปลีก)
848,PLTA0306,A,1,ยอ,2568,100,400,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
849,PLTA0307,A,1,ยมหอม,2568,80,200,บาท/ต้น,M,150,ร้านขายต้นไม้ (ราคาขายปลีก)
850,PLTA0308,A,1,ยางนา,2568,300,1200,บาท/ต้น,M,700,กรมป่าไม้ (ราคาหน้าสวน)
851,PLTA0309,A,1,ยางพาราพันธุ์พื้นเมือง,2568,300,1500,บาท/ต้น,M,800,สศก. (ราคาเกษตรกร)
852,PLTA0310,A,1,ยางพารา (กล้า) ก. ยังไม่ติดตา อายุต่ำกว่า 8 เดือน,2568,1,5,บาท/ต้น,M,3,สศก. (ราคาเกษตรกร)
853,PLTA0310,A,1,ยางพารา (กล้า) ข. ยังไม่ติดตา อายุ 8 เดือน–2 ปี,2568,3,10,บาท/ต้น,M,6,สศก. (ราคาเกษตรกร)
854,PLTA0310,A,1,ยางพารา (กล้า) ค. ติดตาด้วยยางพาราพันธุ์ดีแล้ว,2568,8,20,บาท/ต้น,M,12,สศก. (ราคาเกษตรกร)
855,PLTA0311,A,1,ยางพาราที่ปลูกด้วยเมล็ดในแปลง (การปลูกแบบ 2 หลุม) หลุมละ,2568,30,80,บาท/หลุม,M,50,สศก. (ราคาเกษตรกร)
856,PLTA0312,A,1,ยางอินเดีย,2568,150,500,บาท/ต้น,M,300,ร้านขายต้นไม้ (ราคาขายปลีก)
857,PLTA0313,A,1,ยี่เข่ง,2568,150,500,บาท/ต้น,M,300,ร้านขายต้นไม้ (ราคาขายปลีก)
858,PLTA0314,A,1,ยางพาราพันธุ์ดี ก. ขนาดเล็กกรีดไม่ได้ วัดรอบต้นไม่ถึง 12 ซม.,2568,500,1500,บาท/ต้น,M,"1,000",สศก. (ราคาเกษตรกร)
859,PLTA0314,A,1,ยางพาราพันธุ์ดี ข. ขนาดกลางกรีดไม่ได้ วัดรอบต้นไม่ถึง 32 ซม.,2568,1000,3000,บาท/ต้น,M,"1,000",สศก. (ราคาเกษตรกร)
860,PLTA0314,A,1,ยางพาราพันธุ์ดี ค. ขนาดใหญ่กรีดได้ วัดรอบต้นตั้งแต่ 32 ซม.ขึ้นไป,2568,2000,5000,บาท/ต้น,M,–,สศก. (ราคาเกษตรกร)
861,PLTA0315,A,1,ยี่โถ,2568,80,200,บาท/ต้น,M,150,ร้านขายต้นไม้ (ราคาขายปลีก)
862,PLTA0316,A,1,ยี่หุบ,2568,200,600,บาท/ต้น,M,400,ร้านขายต้นไม้ (ราคาขายปลีก)
863,PLTA0317,A,1,ยูคาลิปตัส,2568,200,800,บาท/กอ,M,500,ร้านขายต้นไม้ (ราคาขายปลีก)
864,PLTA0317,A,1,ยูคาลิปตัส ก. ความสูงไม่ถึง 4 เมตร,2568,100,300,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
865,PLTA0317,A,1,ยูคาลิปตัส ข. ความสูงตั้งแต่ 4 เมตรขึ้นไป,2568,200,500,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
866,PLTA0318,A,1,รองทอง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
867,PLTA0319,A,1,ระกำ ระกำหวาน,2568,200,800,บาท/ต้น,M,500,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
868,PLTA0320,A,1,รัง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
869,PLTA0321,A,1,ราชาวดี,2568,80,200,บาท/ต้น,M,150,ร้านขายต้นไม้ (ราคาขายปลีก)
870,PLTA0322,A,1,ราตรี,2568,80,200,บาท/ต้น,M,150,ร้านขายต้นไม้ (ราคาขายปลีก)
871,PLTA0323,A,1,รำเพย,2568,150,600,บาท/ต้น,M,300,ร้านขายต้นไม้ (ราคาขายปลีก)
872,PLTA0324,A,1,โรงชัยป่า,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
873,PLTA0325,A,1,ลงไทร,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
874,PLTA0326,A,1,ลองกอง ก. ขนาดเล็ก สูงไม่ถึง 2 เมตร,2568,1000,3000,บาท/ต้น,M,"2,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
875,PLTA0326,A,1,ลองกอง ข. ขนาดกลาง สูงตั้งแต่ 2 เมตรขึ้นไป,2568,2000,5000,บาท/ต้น,M,"2,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
876,PLTA0326,A,1,ลองกอง ค. ขนาดใหญ่ มีผลแล้ว,2568,4000,8000,บาท/ต้น,M,–,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
877,PLTA0327,A,1,ละมุด,2568,400,1200,บาท/ต้น,M,800,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
878,PLTA0328,A,1,ละไม,2568,300,1000,บาท/ต้น,M,600,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
879,PLTA0329,A,1,ลางแข มะไฟควาย,2568,100,300,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
880,PLTA0330,A,1,ลางสาด ก. ขนาดเล็ก สูงไม่ถึง 2 เมตร,2568,800,2000,บาท/ต้น,M,"1,500",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
881,PLTA0330,A,1,ลางสาด ข. ขนาดกลาง สูงตั้งแต่ 2 เมตรขึ้นไป,2568,1500,3000,บาท/ต้น,M,"1,500",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
882,PLTA0330,A,1,ลางสาด ค. ขนาดใหญ่ มีผลแล้ว,2568,2500,5000,บาท/ต้น,M,–,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
883,PLTA0331,A,1,ลาน,2568,200,800,บาท/ต้น,M,500,ร้านขายต้นไม้ (ราคาขายปลีก)
884,PLTA0332,A,1,ลำเจียก,2568,100,300,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
885,PLTA0333,A,1,ลำดวน,2568,200,800,บาท/ต้น,M,500,ร้านขายต้นไม้ (ราคาขายปลีก)
886,PLTA0334,A,1,ลำพู,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
887,PLTA0335,A,1,ลำแพน,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
888,PLTA0336,A,1,ลำไยพันธุ์ดี,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
889,PLTA0336,A,1,ลำไยพันธุ์ดี,2568,1000,4000,บาท/ต้น,M,"2,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
890,PLTA0337,A,1,ลำไยพันธุ์พื้นเมือง/ทั่วไป,2568,500,2000,บาท/ต้น,M,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
891,PLTA0338,A,1,ลิ้นจี่พันธุ์ดี,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
892,PLTA0338,A,1,ลิ้นจี่พันธุ์ดี,2568,1000,4000,บาท/ต้น,M,"2,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
893,PLTA0339,A,1,ลิ้นจี่พันธุ์พื้นเมือง/ทั่วไป,2568,500,2500,บาท/ต้น,M,"1,200",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
894,PLTA0340,A,1,วาสนา,2568,300,2000,บาท/ต้น,M,"1,000",ร้านขายต้นไม้ (ราคาขายปลีก)
895,PLTA0341,A,1,ศุภโชค,2568,100,400,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
896,PLTA0342,A,1,ลีลาวดี ลั่นทม ก. ขนาดเล็ก (อายุ 1-2 ปี),2568,500,1000,บาท/ต้น,M,–,ตลาดสี่มุมเมือง (ราคาขายส่ง)
897,PLTA0342,A,1,ลีลาวดี ลั่นทม ข. ขนาดกลาง (อายุ 2-3 ปี),2568,1000,2500,บาท/ต้น,M,"1,000",ตลาดสี่มุมเมือง (ราคาขายส่ง)
898,PLTA0342,A,1,ลีลาวดี ลั่นทม ค. ขนาดใหญ่ (อายุ 3 ปีขึ้นไป),2568,2000,5000,บาท/ต้น,M,–,ตลาดสี่มุมเมือง (ราคาขายส่ง)
899,PLTA0343,A,1,ศรีตรัง,2568,1000,4000,บาท/ต้น,M,"2,000",ร้านขายต้นไม้ (ราคาขายปลีก)
900,PLTA0344,A,1,โศก,2568,150,500,บาท/ต้น,M,300,ร้านขายต้นไม้ (ราคาขายปลีก)
901,PLTA0345,A,1,สน สนประดิพัทธ์ สนทะเล ก. ความสูงไม่ถึง 4 เมตร,2568,200,500,บาท/ต้น,M,350,ร้านขายต้นไม้ (ราคาขายปลีก)
902,PLTA0345,A,1,สน สนประดิพัทธ์ สนทะเล ข. ความสูงตั้งแต่ 4 เมตรขึ้นไป,2568,500,1200,บาท/ต้น,M,500,ตลาดสี่มุมเมือง (ราคาขายส่ง)
903,PLTA0346,A,1,สนเกี๊ยะ น้ำมัน สนเขา สนหางม้า,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
904,PLTA0347,A,1,สนคริสต์มาส,2568,200,600,บาท/ต้น,M,400,ร้านขายต้นไม้ (ราคาขายปลีก)
905,PLTA0348,A,1,สนฉัตร,2568,200,600,บาท/ต้น,M,400,ร้านขายต้นไม้ (ราคาขายปลีก)
906,PLTA0349,A,1,สนแผง,2568,100,300,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
907,PLTA0350,A,1,สนแผงทอง ก. สูงไม่ถึง 4 เมตร,2568,80,200,บาท/ต้น,M,150,ร้านขายต้นไม้ (ราคาขายปลีก)
908,PLTA0350,A,1,สนแผงทอง ข. สูงตั้งแต่ 4 เมตรขึ้นไป,2568,200,500,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
909,PLTA0351,A,1,สนมังกร,2568,100,300,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
910,PLTA0352,A,1,สนสาหร่าย,2568,80,300,บาท/ต้น,M,150,ร้านขายต้นไม้ (ราคาขายปลีก)
911,PLTA0353,A,1,ส้มกา,2568,100,400,บาท/ต้น,M,200,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
912,PLTA0354,A,0,ส้มเกลี้ยง ส้มเข้ง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
913,PLTA0355,A,0,ส้มเขียวหวาน,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
914,PLTA0356,A,1,ส้มแขก,2568,300,1200,บาท/ต้น,M,600,ร้านขายต้นไม้ (ราคาขายปลีก)
915,PLTA0357,A,1,ส้มจี๊ด,2568,200,600,บาท/ต้น,M,400,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
916,PLTA0358,A,1,ส้มจีน,2568,400,1000,บาท/ต้น,M,700,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
917,PLTA0359,A,1,ส้มจุก,2568,400,1200,บาท/ต้น,M,800,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
918,PLTA0360,A,1,ส้มโซกุน,2568,800,3000,บาท/ต้น,M,"1,500",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
919,PLTA0361,A,1,ส้มซ่า,2568,300,1000,บาท/ต้น,M,600,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
920,PLTA0362,A,1,ส้มป่อย,2568,150,600,บาท/ต้น,M,300,ร้านขายต้นไม้ (ราคาขายปลีก)
921,PLTA0363,A,1,ส้มแป้น,2568,100,300,บาท/ต้น,M,200,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
922,PLTA0364,A,1,ส้มพันธุ์ดี,2568,1000,5000,บาท/ต้น,M,"2,500",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
923,PLTA0365,A,1,ส้มพันธุ์ทั่วไป,2568,500,2500,บาท/ต้น,M,"1,200",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
924,PLTA0366,A,1,ส้มเสี้ยว,2568,80,200,บาท/ต้น,M,150,ร้านขายต้นไม้ (ราคาขายปลีก)
925,PLTA0367,A,1,สมอ,2568,200,800,บาท/ต้น,M,500,ร้านขายต้นไม้ (ราคาขายปลีก)
926,PLTA0368,A,1,ส้มโอพันธุ์ดี,2568,2000,7000,บาท/ต้น,M,"3,500",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
927,PLTA0369,A,1,ส้มโอพันธุ์พื้นเมือง/ทั่วไป,2568,200,800,บาท/ต้น,M,500,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
928,PLTA0370,A,0,สละ,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
929,PLTA0371,A,1,สละพันธุ์ดี,2568,1000,3000,บาท/ต้น,M,"2,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
930,PLTA0372,A,1,สละพันธุ์ทั่วไป,2568,300,1500,บาท/ต้น,M,800,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
931,PLTA0373,A,1,สะแก,2568,50,150,บาท/กอ,M,100,ร้านขายต้นไม้ (ราคาขายปลีก)
932,PLTA0374,A,1,สะเดา สะเดาป่า สะเดาหวาน,2568,200,800,บาท/ต้น,M,500,ร้านขายต้นไม้ (ราคาขายปลีก)
933,PLTA0375,A,1,สะเดาเทียม สะเดาช้าง,2568,500,2000,บาท/ต้น,M,"1,000",ร้านขายต้นไม้ (ราคาขายปลีก)
934,PLTA0376,A,1,สะตอ,2568,1000,4000,บาท/ต้น,M,"2,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
935,PLTA0377,A,1,สะตือ เหรียง สะเหรี่ยง,2568,200,800,บาท/ต้น,M,500,ร้านขายต้นไม้ (ราคาขายปลีก)
936,PLTA0378,A,1,สะแบง เหียง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
937,PLTA0379,A,1,สะมั่ง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
938,PLTA0380,A,1,สัก,2568,500,2000,บาท/ต้น,M,"1,000",กรมป่าไม้ (ราคาหน้าสวน)
939,PLTA0381,A,1,สังกรณี,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
940,PLTA0382,A,1,สัตตบรรณ ตีนเป็ด ก. ขนาดเล็ก (อายุ 1-2 ปี),2568,150,400,บาท/ต้น,M,–,ร้านขายต้นไม้ (ราคาขายปลีก)
941,PLTA0382,A,1,สัตตบรรณ ตีนเป็ด ข. ขนาดกลาง (อายุ 2-3 ปี),2568,400,800,บาท/ต้น,M,400,ร้านขายต้นไม้ (ราคาขายปลีก)
942,PLTA0382,A,1,สัตตบรรณ ตีนเป็ด ค. ขนาดใหญ่ (อายุ 3 ปีขึ้นไป),2568,800,2000,บาท/ต้น,M,–,ตลาดสี่มุมเมือง (ราคาขายส่ง)
943,PLTA0383,A,1,สาเก,2568,300,1000,บาท/ต้น,M,600,ร้านขายต้นไม้ (ราคาขายปลีก)
944,PLTA0384,A,1,สาคู,2568,30,100,บาท/ต้น,M,60,ร้านขายต้นไม้ (ราคาขายปลีก)
945,PLTA0385,A,1,สารภี,2568,500,2500,บาท/ต้น,M,"1,200",ร้านขายต้นไม้ (ราคาขายปลีก)
946,PLTA0386,A,1,สาละ,2568,300,1000,บาท/ต้น,M,600,ร้านขายต้นไม้ (ราคาขายปลีก)
947,PLTA0387,A,1,สาลี่,2568,200,600,บาท/ต้น,M,400,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
948,PLTA0388,A,1,สาแล สะแล,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
949,PLTA0389,A,1,สิเหล็ง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
950,PLTA0390,A,1,สีเสียด,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
951,PLTA0391,A,1,สุพรรณิการ์ ฝ้ายคำ,2568,100,400,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
952,PLTA0392,A,1,เสลา,2568,200,700,บาท/ต้น,M,500,ร้านขายต้นไม้ (ราคาขายปลีก)
953,PLTA0393,A,1,เสม็ด,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
954,PLTA0394,A,1,เสี้ยว,2568,100,400,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
955,PLTA0395,A,1,แสงจันทร์,2568,300,1000,บาท/ต้น,M,600,ร้านขายต้นไม้ (ราคาขายปลีก)
956,PLTA0396,A,1,แสม,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
957,PLTA0397,A,1,แสมสาร,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
958,PLTA0398,A,1,โสก,2568,150,500,บาท/ต้น,M,300,ร้านขายต้นไม้ (ราคาขายปลีก)
959,PLTA0399,A,1,ใส้กา,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
960,PLTA0400,A,1,หมาก,2568,200,800,บาท/ต้น,M,500,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
961,PLTA0401,A,1,หมากเขียว,2568,500,2000,บาท/กอ,M,"1,000",ตลาดสี่มุมเมือง (ราคาขายส่ง)
962,PLTA0402,A,1,หมากเล็กหมากน้อย,2568,50,150,บาท/ต้น,M,100,ร้านขายต้นไม้ (ราคาขายปลีก)
963,PLTA0403,A,1,หมากเหลือง,2568,1000,4000,บาท/กอ,M,"2,000",ตลาดสี่มุมเมือง (ราคาขายส่ง)
964,PLTA0404,A,1,หมากแดง,2568,1500,5000,บาท/กอ,M,"3,000",ตลาดสี่มุมเมือง (ราคาขายส่ง)
965,PLTA0405,A,1,หมากนวล,2568,300,1000,บาท/ต้น,M,600,ตลาดสี่มุมเมือง (ราคาขายส่ง)
966,PLTA0406,A,1,หมากนางหวาน,2568,50,150,บาท/ต้น,M,100,ร้านขายต้นไม้ (ราคาขายปลีก)
967,PLTA0407,A,1,หมากพิพวน,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
968,PLTA0408,A,1,หมากยาง มะยาง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
969,PLTA0409,A,1,หมากสง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
970,PLTA0410,A,1,หมี่,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
971,PLTA0411,A,1,หยี (นางดำ),2568,150,600,บาท/ต้น,M,300,ร้านขายต้นไม้ (ราคาขายปลีก)
972,PLTA0412,A,1,หว้า,2568,200,700,บาท/ต้น,M,500,ร้านขายต้นไม้ (ราคาขายปลีก)
973,PLTA0413,A,1,หวาย,2568,100,400,บาท/กอ,M,200,ตลาดสี่มุมเมือง (ราคาขายส่ง)
974,PLTA0414,A,1,หวายเขียว,2568,150,500,บาท/ต้น,M,300,ตลาดสี่มุมเมือง (ราคาขายส่ง)
975,PLTA0415,A,1,หางนกยูง ก. ความสูงไม่เกิน 3 เมตร,2568,400,1000,บาท/ต้น,M,700,ร้านขายต้นไม้ (ราคาขายปลีก)
976,PLTA0415,A,1,หางนกยูง ข. ความสูงตั้งแต่ 3 เมตรขึ้นไป,2568,1000,3000,บาท/ต้น,M,"1,000",ตลาดสี่มุมเมือง (ราคาขายส่ง)
977,PLTA0416,A,1,หางนกยูงฝรั่ง,2568,300,1500,บาท/ต้น,M,800,ร้านขายต้นไม้ (ราคาขายปลีก)
978,PLTA0417,A,1,หูกระจง,2568,300,1200,บาท/ต้น,M,700,ร้านขายต้นไม้ (ราคาขายปลีก)
979,PLTA0418,A,1,หูกวาง ก. ความสูงไม่เกิน 3 เมตร,2568,300,800,บาท/ต้น,M,500,ร้านขายต้นไม้ (ราคาขายปลีก)
980,PLTA0418,A,1,หูกวาง ข. ความสูงตั้งแต่ 3 เมตรขึ้นไป,2568,800,2000,บาท/ต้น,M,800,ตลาดสี่มุมเมือง (ราคาขายส่ง)
981,PLTA0419,A,0,เหรียง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
982,PLTA0420,A,1,เหลี่ยม,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
983,PLTA0421,A,1,องุ่น,2568,400,1200,บาท/ค้าง,M,800,สศก. (ราคาเกษตรกร)
984,PLTA0422,A,1,อบเชย,2568,100,400,บาท/ต้น,M,200,ร้านขายต้นไม้ (ราคาขายปลีก)
985,PLTA0423,A,1,อโศก อโศกอินเดีย,2568,150,600,บาท/ต้น,M,300,ร้านขายต้นไม้ (ราคาขายปลีก)
986,PLTA0424,A,1,อ้อยช้าง,2568,200,600,บาท/ต้น,M,400,ร้านขายต้นไม้ (ราคาขายปลีก)
987,PLTA0425,A,1,อินทนิล,2568,300,1200,บาท/ต้น,M,700,ร้านขายต้นไม้ (ราคาขายปลีก)
988,PLTA0426,A,1,อินทผาลัม,2568,2000,8000,บาท/ต้น,M,"4,000",ตลาดสี่มุมเมือง (ราคาขายส่ง)
989,PLTA0427,A,1,อินทรี,2568,200,600,บาท/ต้น,M,400,ร้านขายต้นไม้ (ราคาขายปลีก)
990,PLTA0428,A,1,อุมัง,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
991,PLTA0429,A,0,แอปเปิ้ล,2568,,,–,M,–,ไม่มีการซื้อขายในตลาด
992,PLTA0430,A,1,แอปเปิ้ลพันธุ์ดี,2568,500,2000,บาท/ต้น,M,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
993,PLTA0431,A,1,แอปเปิ้ลพันธุ์ทั่วไป,2568,200,600,บาท/ต้น,M,400,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
994,PLTA0432,A,1,แอปเปิ้ลสตาร์,2568,200,600,บาท/ต้น,M,400,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
995,PLTA0001,A,1,กรรณิการ์,2568,80,200,บาท/ต้น,L,250,ร้านขายต้นไม้ (ราคาขายปลีก)
996,PLTA0002,A,1,กระบก,2568,,,–,L,–,ไม่มีการซื้อขายในตลาด
997,PLTA0003,A,1,กระบาก,2568,,,–,L,–,ไม่มีการซื้อขายในตลาด
998,PLTA0004,A,1,กระดังงา,2568,150,600,บาท/ต้น,L,600,ร้านขายต้นไม้ (ราคาขายปลีก)
999,PLTA0005,A,1,กระโดน,2568,,,–,L,–,ไม่มีการซื้อขายในตลาด
1000,PLTA0006,A,1,กระเบา,2568,,,–,L,–,ไม่มีการซื้อขายในตลาด
1001,PLTA0007,A,1,กระถิน,2568,20,80,บาท/ต้น,L,100,ร้านขายต้นไม้ (ราคาขายปลีก)
1002,PLTA0008,A,1,กระถินณรงค์,2568,50,200,บาท/ต้น,L,200,ร้านขายต้นไม้ (ราคาขายปลีก)
1003,PLTA0009,A,1,กระถินเทพา,2568,30,120,บาท/ต้น,L,120,ร้านขายต้นไม้ (ราคาขายปลีก)
1004,PLTA0010,A,1,กระถินยักษ์,2568,30,120,บาท/ต้น,L,120,ร้านขายต้นไม้ (ราคาขายปลีก)
1005,PLTA0011,A,1,กระท้อนทั่วไป,2568,200,800,บาท/ต้น,L,800,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
1006,PLTA0012,A,1,กระท้อนพันธุ์ดี,2568,500,2000,บาท/ต้น,L,"2,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
1007,PLTA0013,A,1,กระท่อม ก. อายุไม่เกิน 2 ปี,2568,300,800,บาท/ต้น,L,800,สศก. (ราคาเกษตรกร)
1008,PLTA0013,A,1,กระท่อม ข. อายุเกิน 2 ปีแต่ไม่เกิน 3 ปี,2568,400,1000,บาท/ต้น,L,"1,000",สศก. (ราคาเกษตรกร)
1009,PLTA0013,A,1,กระท่อม ค. อายุเกิน 3 ปีขึ้นไป,2568,800,2000,บาท/ต้น,L,"2,000",สศก. (ราคาเกษตรกร)
1010,PLTA0014,A,1,กระทิง,2568,,,–,L,–,ไม่มีการซื้อขายในตลาด
1011,PLTA0015,A,1,กระทุ่ม กระทุ่มทอง,2568,50,200,บาท/ต้น,L,200,ร้านขายต้นไม้ (ราคาขายปลีก)
1012,PLTA0016,A,1,กระบือ,2568,,,–,L,–,ไม่มีการซื้อขายในตลาด
1013,PLTA0017,A,1,กระพี้จั่น,2568,,,–,L,–,ไม่มีการซื้อขายในตลาด
1014,PLTA0018,A,1,กร่าง,2568,80,300,บาท/ต้น,L,300,ร้านขายต้นไม้ (ราคาขายปลีก)
1015,PLTA0019,A,1,กฤษณา,2568,500,3000,บาท/ต้น,L,"3,000",ร้านขายต้นไม้ / กรมป่าไม้ (ราคาขายปลีก)
1016,PLTA0020,A,1,กล้วยพันธุ์ดี,2568,500,1500,บาท/กอ,L,"1,500",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
1017,PLTA0020,A,1,กล้วยพันธุ์ดี,2568,100,400,บาท/ต้น,L,400,ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
1018,PLTA0021,A,1,กล้วยพันธุ์ทั่วไป,2568,300,1000,บาท/กอ,L,"1,000",ตลาดไท / ตลาดต้นไม้ (ราคาขายส่ง)
